PC1,PC2,PC3,PC4,PC5,PC6,PC7,CO2_EMISS_CURR_PER_FLOOR_AREA,id
-0.7527693723149582,-1.8301078576498464,-0.0841961490623748,1.3706620387539663,1.1713289779465186,0.2688229469436538,-0.09242735284604071,37,10000056
3.567613515907022,-0.09881195490260766,-1.2440600618974171,-0.8039785728722003,-0.6342978749101816,-1.443760362492617,1.1221236386053062,42,10000177
4.055314667465042,-0.03963708796870704,0.2246759903448771,0.23773615207024112,1.3527288472910022,-0.7384386461802698,-0.9038378346902135,54,10000181
-0.2850637776225863,-1.187106398355776,-0.7392108956349622,-1.514876881148401,-0.37893515140801337,-0.972753608808379,-0.05566605932036631,37,10000216
-1.2947808268115004,0.024073287469199945,-0.031151701494697214,-0.8435613799691035,-0.26912879324469813,-1.5824312469330004,-0.2273824409979702,38,10000382
-1.6353168039506896,1.1005736891133464,-0.8793890354992591,0.9562842565412909,0.08314506397653691,-0.047222699318279285,-0.2750513121283162,43,10000480
1.9488092096126204,-0.6429295191937957,0.22519510103498233,1.7264706575592672,-0.6353315856910148,-2.295280567511597,0.22829997982533748,45,10000521
2.2077729572837903,2.2781169350577217,-0.7383130944706204,0.6473313548450271,0.7933610414089463,-0.3139786311276615,-0.008529163389036361,50,10000579
0.917718777309314,1.8192272515491066,-1.4106441453628158,0.7583689760790007,-0.00035654033206524257,-0.23725749297381998,0.861415314451504,45,10000676
3.880867793921281,-0.10940994560027843,0.2047281438115938,2.0568474772128855,-0.7258445069925779,-2.883263469517214,1.2760227415828131,43,10000710
3.880867793921281,-0.10940994560027843,0.2047281438115938,2.0568474772128855,-0.7258445069925779,-2.883263469517214,1.2760227415828131,43,10000710
-1.5826530968947754,1.3889119867653408,1.024007519234309,-0.11617568867390278,-1.1090914759924257,0.039464058367324306,0.07578040397055888,44,1000073
0.4772848352770075,-1.0480900234559283,0.651787859357828,-1.605489713638417,-0.17204229670635704,1.1659524252456437,-0.07040807134475989,44,10000800
